"Group","Acer rubrum","Acer saccharum","Carya cordiformis","Carya ovata","Celtis occidentalis","Cercis canadensis","Cornus florida","Fagus grandifolia","Fraxinus americana","Fraxinus pennsylvanica","Hamamelis virginiana","Juniperus virginiana","Liriodendron tulipifera","Paulownia tomentosa","Prunus serotina","Quercus alba","Quercus coccinea","Quercus prinus","Quercus rubra","Quercus shumardii","Quercus velutina","Rhus typhina","Sassafras albidum","Tilia americana","Ulmus americana","Ulmus rubra"
"1907",0,8,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1908",0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1909",0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"1910",0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1911",0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1912",1,15,0,2,0,0,0,22,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0
"1913",4,16,0,0,0,0,0,73,2,0,2,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0
"1914",10,12,0,0,0,0,1,59,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0
"1915",3,7,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0
"1916",3,8,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
"1917",0,20,0,0,0,0,0,23,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0
"1918",5,9,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1919",25,13,0,0,0,0,3,24,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
"1920",2,12,0,0,0,0,1,36,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
"1921",6,9,0,0,0,0,2,38,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0
"1922",3,11,0,1,0,0,0,27,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
"1923",3,12,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0
"1924",3,20,0,0,0,0,0,27,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0
"2000",0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"2001",0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"2002",0,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2003",0,21,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2004",0,22,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005",1,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2006",0,14,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2007",1,24,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"2008",2,17,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2009",0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2010",0,18,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011",0,19,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"2012",4,20,0,1,0,0,1,53,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,1
"2013",6,17,0,0,0,0,1,48,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,0,0,0
"2014",3,17,0,0,0,0,1,30,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,0,0,0
"2015",0,11,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0
"2016",1,27,0,0,0,0,2,21,0,0,0,0,0,0,0,2,0,7,0,0,1,0,0,0,0,0
"2017",0,26,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
"2018",2,25,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
"2019",18,24,0,0,0,0,1,42,0,0,0,0,0,0,0,2,0,7,0,1,1,0,0,0,0,0
"2020",1,14,0,0,0,0,2,28,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0
"2021",2,10,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
"2022",6,4,0,0,0,0,0,36,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"2023",3,6,0,1,0,0,0,24,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0
"2024",3,8,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2100",0,21,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,6,1,0,0,0,0,0,0,0
"2101",0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"2102",0,43,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
"2103",0,25,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
"2104",2,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2105",0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2106",0,18,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2107",0,24,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"2108",4,25,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
"2109",0,20,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
"2110",0,15,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2111",0,27,0,0,0,0,1,26,7,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3
"2112",9,17,0,0,0,0,1,26,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0
"2113",7,23,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"2114",4,26,0,1,0,0,3,22,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0
"2115",3,18,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,0
"2116",0,24,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"2117",1,10,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"2118",8,5,0,0,0,0,0,28,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0
"2119",0,7,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2120",2,5,0,0,0,0,1,39,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0
"2121",10,4,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0
"2122",9,1,0,0,0,0,1,22,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
"2123",15,0,0,0,0,0,0,26,1,0,0,0,0,0,0,1,1,12,0,0,1,0,0,0,0,0
"2124",7,1,0,0,0,0,1,30,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0
"2200",0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0
"2201",0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0
"2202",0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
"2203",0,20,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0
"2204",0,10,0,0,0,0,2,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2205",1,20,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"2206",2,30,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2207",2,28,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2208",0,28,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2209",1,10,0,0,0,0,0,35,0,0,11,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
"2210",0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2211",5,17,0,0,1,0,0,22,10,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
"2212",10,16,0,1,0,0,0,38,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0
"2213",5,4,0,0,0,0,0,34,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0
"2214",1,23,0,0,0,0,1,34,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0
"2215",3,17,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"2216",2,27,1,0,0,0,0,30,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"2217",2,1,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,6,0,0,1,0,2,0,0,0
"2218",21,0,0,1,0,0,2,59,0,0,0,0,0,0,0,2,1,6,0,0,0,0,1,0,0,0
"2219",10,0,0,0,0,0,0,38,0,0,0,0,0,0,0,4,0,8,0,0,1,0,1,0,0,0
"2220",8,0,0,0,0,0,0,39,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0
"2221",4,2,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"2222",6,10,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"2223",7,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0
"2224",5,0,0,0,0,0,1,27,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0
"2300",0,12,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"2301",0,21,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0
"2302",0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2303",0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2304",0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0
"2305",0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
"2306",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,2,0,0,0,0,0
"2307",0,28,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0
"2308",0,27,0,0,0,0,1,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2309",0,12,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
"2310",0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2311",1,12,0,0,0,0,0,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"2312",9,6,0,0,0,0,1,30,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1
"2313",5,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
"2314",4,4,0,0,0,0,1,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2315",0,12,0,0,0,0,0,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2316",3,17,0,0,0,0,0,30,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0
"2317",7,0,0,0,0,0,1,42,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1
"2318",4,1,0,0,0,0,1,54,0,0,0,0,0,0,0,1,0,13,0,0,0,0,2,0,0,0
"2319",13,1,0,0,0,0,0,63,0,0,0,0,0,0,0,4,1,10,0,0,1,0,5,0,0,0
"2320",15,0,0,0,0,0,0,51,0,0,0,0,0,0,0,1,2,1,0,0,0,0,5,0,0,0
"2321",8,0,0,0,0,0,0,73,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,0,0,0
"2322",10,2,0,0,0,0,0,35,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0
"2323",5,19,0,0,0,0,0,56,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0
"2324",7,8,0,0,0,0,2,29,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0
"2400",0,11,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"2401",0,14,0,1,0,0,0,13,0,0,1,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0
"2402",0,26,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"2403",0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
"2404",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
"2405",0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
"2406",0,27,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"2407",1,31,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2408",1,27,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"2409",3,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"2410",0,15,0,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"2411",1,10,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2412",0,4,0,0,0,0,0,24,1,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,2
"2413",0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"2414",0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
"2415",1,13,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
"2416",10,6,0,0,0,0,3,48,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
"2417",7,1,0,0,0,0,0,38,0,0,0,0,0,0,0,3,1,9,0,0,0,0,1,0,0,0
"2418",17,0,0,0,0,0,0,44,0,0,0,0,1,0,0,3,0,9,0,0,0,0,3,0,0,0
"2419",21,0,0,0,0,0,0,76,0,0,0,0,0,0,0,2,1,13,0,0,0,0,2,0,0,0
"2420",14,1,0,0,0,0,1,49,0,0,0,0,0,0,0,0,3,6,0,0,2,0,5,0,0,0
"2421",20,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1,2,10,0,0,2,0,6,0,0,0
"2422",13,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,4,10,0,0,0,0,2,0,0,0
"2423",10,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0,11,0,0,1,0,1,0,0,0
"2424",4,10,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0
